Jornada,Partido,Nombre,Dorsal,Nacionalidad,Posicion,Edad,Min,Gls,Asist,Penaltis,Penaltis_int,Disp.,Disp_a_puerta,Tarj_am,Tarj_rj,Num_toques,Entradas,Intercep.,Bloqueos,xG,xG_sin_penal,xAG,Acc_creacion_tiro,Acc_creacion_gol,Pases_compl,Pases_int,%_pases,Pases_progr,Veces_control,Conducc_progr,Acosos_int,Exito_acosos,Dist_tt_pases,Dist_progr_pases,Pases_cort_cmp,Pases_cort_int,%_cortos,Pases_med_cmp,Pases_med_int,%_medios,Pases_lrg_cmp,Pases_lrg_int,%_largos,xA,Pases_clave,Pases_ult_tercio,Pases_area,Centros,Pases_prof,Pases_en_vivo,Pases_balon_parado,Saques_falta,Pases_lrg,Cambio_orient,Pases_cruzad,Pases_lanz.,Saques_córner,Entradas_gan,Ent_prim_terc,Ent_seg_terc,Ent_ult_terc,DF_acosos,Exit_acosos,%_acosos,Acosos_perd,Bloq_tiro,Bloq_pase,Tkls+intercp,Despejes,Error_+_tiro,Toq_prop_area,Toq_prim_terc,Toq_seg_terc,Toq_ult_terc,Toq_area_riv,Dist_tt_traslado,Dist_tt_prog,Conducc_ult_terc,Conducc_area_riv,Perd_control,Perdida,Pases_recib,Pases_recib_prof,Faltas_com,Faltas_recib,Fueras_de_juego,Penal_recib,Penal_comet,Gol_recib,Recuperac,Duelos_aereos_gan,Duelos_aereos_perd,%_duelos_aereos
27,GET-ATM,Thomas Lemar,11,FRA,LM,29,25,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.2,1,0,7,10,70.0,0,4,0,1,0,152,61,1,2,50.0,5,6,83.3,1,2,50.0,0.1,1,0,0,0,0,7,3,2,0,0,2,1,0,1,1,0,0,1,2,50.0,1,0,0,1,0,0,0,3,5,3,0,13,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0.0
27,GET-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,23,28,82.1,0,16,0,0,0,600,422,5,5,100.0,13,13,100.0,5,10,50.0,0.0,0,1,0,0,0,18,10,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,26,29,0,0,0,65,52,0,0,1,0,10,0,0,0,0,0,0,0,2,0,0,0.0
28,BAR-ATM,Julián Álvarez,19,ARG,FW,25,59,1,0,0,0,1,1,0,0,20,1,0,0,0.7,0.7,0.0,0,0,8,17,47.1,3,12,3,1,1,180,83,1,5,20.0,6,6,100.0,1,5,20.0,0.1,0,1,1,1,3,12,4,1,0,0,5,0,3,1,1,0,0,0,0,0.0,0,0,0,1,0,0,0,2,9,10,1,103,68,1,1,1,1,13,2,0,0,0,0,0,0,2,1,0,100.0
28,BAR-ATM,Alexander Sørloth,9,NOR,FW,29,31,1,0,0,0,2,1,0,0,20,1,0,0,0.5,0.5,0.0,0,0,6,9,66.7,0,12,0,3,0,73,11,4,7,57.1,2,2,100.0,0,0,0.0,0.0,0,1,0,0,0,7,2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,0,0,0,2,9,10,4,34,2,0,1,4,2,13,1,0,0,1,0,0,0,1,1,0,100.0
28,BAR-ATM,Antoine Griezmann,7,FRA,FW,33,85,0,0,0,0,0,0,0,0,43,2,0,0,0.0,0.0,0.1,3,1,25,35,71.4,5,24,1,3,1,411,153,11,14,78.6,12,16,75.0,2,4,50.0,0.2,2,1,3,0,5,32,3,0,0,0,4,0,2,2,1,1,0,0,2,0.0,2,0,0,2,1,0,2,11,23,11,3,132,57,1,0,2,1,24,3,1,0,0,0,0,0,4,3,1,75.0
28,BAR-ATM,Rodrigo Riquelme,17,ESP,FW,24,5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,1,0,2,4,50.0,0,3,0,2,1,28,0,1,1,100.0,1,1,100.0,0,1,0.0,0.0,1,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,3,4,0,11,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0.0
28,BAR-ATM,Samuel Lino,12,BRA,LM,25,59,0,0,0,0,1,0,0,0,32,1,0,0,0.0,0.0,0.0,1,0,15,24,62.5,0,21,4,4,2,222,17,8,11,72.7,5,8,62.5,1,3,33.3,0.0,0,0,0,0,0,24,0,0,0,0,2,0,0,1,1,0,0,1,3,33.3,2,0,0,1,1,0,1,10,12,10,1,150,88,3,1,0,1,25,4,1,0,0,0,0,0,4,0,0,0.0
28,BAR-ATM,Conor Gallagher,4,ENG,LM,25,31,0,1,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.5,3,1,11,13,84.6,1,12,2,2,2,157,34,9,10,90.0,1,2,50.0,1,1,100.0,0.3,1,0,1,0,1,13,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,2,0,0,1,0,0,1,4,6,6,2,62,37,0,1,1,0,11,0,1,1,0,0,0,0,2,0,0,0.0
28,BAR-ATM,Pablo Barrios,8,ESP,CM,21,90,0,0,0,0,0,0,0,0,50,1,3,1,0.0,0.0,0.0,3,1,31,36,86.1,3,29,0,2,1,534,207,19,21,90.5,8,9,88.9,4,6,66.7,0.0,2,5,0,0,3,36,0,0,0,0,0,0,0,0,1,0,0,1,1,100.0,0,0,1,4,0,1,1,19,26,5,0,85,20,0,0,1,1,27,0,0,1,0,0,0,0,3,0,0,0.0
28,BAR-ATM,Rodrigo De Paul,5,ARG,CM,30,78,0,0,0,0,1,0,0,0,39,1,0,1,0.0,0.0,0.0,0,0,21,31,67.7,1,19,0,1,0,247,48,14,15,93.3,6,8,75.0,0,3,0.0,0.0,0,0,0,0,1,27,4,3,0,0,2,1,0,1,1,0,0,0,3,0.0,3,0,1,1,1,0,1,16,15,9,0,71,14,0,0,1,0,22,0,1,0,0,0,0,0,3,0,0,0.0
28,BAR-ATM,Nahuel Molina,16,ARG,CM,26,12,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,9,55.6,2,5,0,0,0,88,57,1,2,50.0,4,4,100.0,0,2,0.0,0.0,0,0,1,0,2,7,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,4,5,1,21,15,1,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0.0
28,BAR-ATM,Giuliano Simeone,22,ARG,RM,22,78,0,1,0,0,1,0,0,0,29,1,1,0,0.0,0.0,0.7,1,1,10,18,55.6,0,14,2,5,2,136,36,7,8,87.5,3,4,75.0,0,0,0.0,0.2,1,1,0,0,0,18,0,0,0,0,1,0,0,1,1,0,0,1,1,100.0,0,0,0,2,3,0,1,10,11,9,4,94,61,2,1,2,0,17,6,1,1,1,0,0,0,1,1,2,33.3
28,BAR-ATM,José María Giménez,2,URU,RM,30,12,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,1,0,91,58,1,1,100.0,1,1,100.0,1,2,50.0,0.0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,3,4,2,0,0,10,1,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,50.0
28,BAR-ATM,Reinildo Mandava,23,MOZ,LB,31,90,0,0,0,0,0,0,1,0,42,1,0,2,0.0,0.0,0.0,0,0,28,33,84.8,5,25,2,3,1,440,247,16,16,100.0,10,13,76.9,2,4,50.0,0.0,0,2,0,0,5,25,8,0,0,0,0,8,0,0,1,0,0,1,2,50.0,1,0,2,1,2,0,3,16,17,9,0,132,68,3,0,1,0,25,3,1,4,0,0,0,0,5,2,0,100.0
28,BAR-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,1,0,0,0,42,3,1,1,0.1,0.1,0.0,1,0,24,28,85.7,2,21,0,0,0,621,320,4,5,80.0,8,8,100.0,10,13,76.9,0.0,0,4,0,0,2,27,1,0,0,1,0,0,0,3,3,0,0,2,2,100.0,0,1,0,4,5,1,14,29,12,1,1,89,43,0,0,1,0,24,0,1,0,0,0,0,0,4,1,0,100.0
28,BAR-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,0,0,0,0,32,2,0,1,0.0,0.0,0.0,0,0,18,24,75.0,1,14,0,2,1,236,78,12,12,100.0,5,8,62.5,1,4,25.0,0.0,0,1,0,0,1,22,2,2,0,0,0,0,0,1,2,0,0,1,1,100.0,0,0,1,2,5,0,8,24,8,1,1,73,42,0,0,1,0,18,1,2,1,0,0,0,0,3,1,3,25.0
28,BAR-ATM,Marcos Llorente,14,ESP,RB,30,90,0,0,0,0,0,0,0,0,47,3,0,0,0.0,0.0,0.0,0,0,32,41,78.0,1,24,1,1,0,411,157,20,21,95.2,8,9,88.9,1,3,33.3,0.0,0,3,0,0,1,33,8,0,0,0,1,8,0,3,0,3,0,2,2,100.0,0,0,0,3,2,0,6,25,18,4,1,64,38,0,0,0,0,25,2,0,0,0,0,0,0,2,1,0,100.0
28,BAR-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,27,36,75.0,0,16,0,0,0,1168,998,3,3,100.0,3,3,100.0,21,30,70.0,0.0,0,0,0,0,0,17,19,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,34,38,0,0,0,93,46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0
29,ESP-ATM,Antoine Griezmann,7,FRA,FW,34,90,0,0,0,0,4,1,0,0,76,1,0,2,0.1,0.1,0.0,2,0,52,64,81.3,2,58,4,3,1,858,182,29,33,87.9,15,18,83.3,6,8,75.0,0.1,0,3,2,2,2,61,3,1,1,0,4,0,2,0,0,1,0,0,2,0.0,2,0,2,1,2,0,1,12,27,37,0,249,174,7,0,2,1,59,10,0,1,3,0,0,0,6,0,0,0.0
29,ESP-ATM,Alexander Sørloth,9,NOR,FW,29,63,0,0,0,0,2,0,0,0,17,0,0,0,0.4,0.4,0.0,0,0,9,11,81.8,1,11,2,0,0,108,15,6,7,85.7,2,2,100.0,0,0,0.0,0.0,1,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,1,3,5,9,4,76,34,0,1,1,1,12,3,1,0,0,0,0,0,1,2,3,40.0
29,ESP-ATM,Julián Álvarez,19,ARG,FW,25,27,0,0,0,0,1,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,1,10,0,1,1,67,6,7,7,100.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,8,2,45,10,0,0,1,0,10,2,0,1,0,0,0,0,1,1,1,50.0
29,ESP-ATM,Samuel Lino,12,BRA,LM,25,45,0,0,0,0,1,0,0,0,27,1,0,2,0.1,0.1,0.0,2,0,15,20,75.0,1,19,1,0,0,213,31,9,11,81.8,4,7,57.1,1,1,100.0,0.0,0,0,0,0,1,19,1,0,0,0,0,1,0,1,1,0,0,0,2,0.0,2,0,2,1,1,0,0,7,12,8,2,42,20,0,0,2,0,20,4,1,3,0,0,0,0,1,1,0,100.0
29,ESP-ATM,Rodrigo De Paul,5,ARG,CM,30,45,0,0,0,0,0,0,0,0,50,0,0,1,0.0,0.0,0.1,3,0,38,44,86.4,7,44,6,0,0,589,150,23,24,95.8,11,12,91.7,4,7,57.1,0.2,2,5,1,0,7,41,2,1,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,1,5,29,16,2,309,184,1,0,1,1,45,2,0,1,0,0,0,0,0,1,0,100.0
29,ESP-ATM,Pablo Barrios,8,ESP,CM,21,90,0,0,0,0,1,0,0,0,83,1,1,0,0.0,0.0,0.0,2,0,65,74,87.8,5,58,1,0,0,990,201,38,43,88.4,23,24,95.8,3,5,60.0,0.0,0,10,0,0,5,73,1,1,0,0,0,0,0,0,1,0,0,1,2,50.0,1,0,0,2,3,0,1,18,59,7,0,295,133,1,0,2,0,62,2,0,0,0,0,0,0,10,2,2,50.0
29,ESP-ATM,Conor Gallagher,4,ENG,CM,25,80,0,0,0,0,1,0,0,0,74,5,1,4,0.1,0.1,0.0,2,1,58,63,92.1,8,58,2,1,0,857,147,29,32,90.6,25,25,100.0,1,1,100.0,0.1,0,3,1,0,8,61,1,1,0,0,1,0,0,3,2,1,2,3,4,75.0,1,0,4,6,0,0,0,11,38,26,1,289,118,3,0,0,0,57,3,1,1,0,0,0,0,5,0,0,0.0
29,ESP-ATM,Rodrigo Riquelme,17,ESP,LM,24,10,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,1,7,1,1,0,31,10,3,4,75.0,0,1,0.0,0,0,0.0,0.0,0,0,1,0,1,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,8,0,69,34,2,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0.0
29,ESP-ATM,Giuliano Simeone,22,ARG,RM,22,63,0,0,0,0,0,0,0,0,40,0,0,1,0.0,0.0,0.0,0,0,24,33,72.7,5,33,3,1,1,304,70,18,22,81.8,4,6,66.7,1,1,100.0,0.0,0,2,3,0,5,33,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1,1,0,0,2,0,2,4,12,25,4,170,71,3,2,3,0,33,10,1,0,0,0,0,0,1,0,1,0.0
29,ESP-ATM,Nahuel Molina,16,ARG,RB,26,27,0,0,0,0,0,0,0,0,22,0,1,0,0.0,0.0,0.0,0,0,15,21,71.4,1,13,0,0,0,196,36,11,14,78.6,4,5,80.0,0,0,0.0,0.0,0,0,0,0,1,16,5,0,0,0,1,5,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,6,7,9,0,31,12,0,0,0,0,13,5,0,0,1,0,0,0,0,0,1,0.0
29,ESP-ATM,César Azpilicueta,3,ESP,LB,35,80,1,0,0,0,1,1,0,0,79,6,0,0,0.0,0.0,0.0,2,0,53,68,77.9,5,48,1,0,0,792,251,32,36,88.9,17,22,77.3,3,8,37.5,0.0,2,6,0,0,5,58,10,1,0,0,0,9,0,4,1,3,2,3,3,100.0,0,0,0,6,2,0,1,18,45,17,2,183,98,3,0,2,0,47,1,1,0,1,0,0,0,6,0,0,0.0
29,ESP-ATM,Reinildo Mandava,23,MOZ,LB,31,10,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,10,11,90.9,1,9,0,1,1,114,37,9,9,100.0,1,2,50.0,0,0,0.0,0.0,0,0,0,0,1,9,2,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,2,8,2,0,13,6,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0.0
29,ESP-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,0,0,0,0,87,0,0,0,0.0,0.0,0.3,2,0,74,85,87.1,2,75,0,1,1,1335,499,32,36,88.9,35,38,92.1,7,11,63.6,0.4,1,5,0,0,2,82,3,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,7,33,49,5,1,343,187,2,0,0,0,73,1,3,4,0,0,1,0,4,0,1,0.0
29,ESP-ATM,Robin Le Normand,24,ESP,CB,28,27,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,11,11,100.0,1,9,0,0,0,220,63,2,2,100.0,8,8,100.0,1,1,100.0,0.0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,6,0,0,47,17,0,0,0,0,9,0,1,0,0,0,0,0,1,0,1,0.0
29,ESP-ATM,José María Giménez,2,URU,CB,30,63,0,0,0,0,0,0,1,0,69,0,1,0,0.0,0.0,0.0,0,0,57,64,89.1,3,52,0,0,0,1080,412,17,18,94.4,36,40,90.0,3,5,60.0,0.0,0,0,0,0,3,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,4,0,8,31,37,1,0,191,109,0,0,0,0,50,0,2,0,0,0,0,0,3,3,0,100.0
29,ESP-ATM,Marcos Llorente,14,ESP,RB,30,90,0,0,0,0,2,0,0,0,72,1,1,2,0.1,0.1,0.2,4,1,56,63,88.9,2,50,5,1,1,818,202,34,35,97.1,19,20,95.0,2,4,50.0,0.1,3,2,0,0,2,58,3,0,0,0,2,3,0,1,1,0,0,0,0,0.0,0,2,0,2,2,0,4,19,29,25,5,317,188,3,1,0,1,51,2,1,1,0,0,0,0,4,0,0,0.0
29,ESP-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,1,0,21,21,100.0,0,11,0,1,1,459,268,5,5,100.0,14,14,100.0,2,2,100.0,0.0,0,1,0,0,0,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,23,23,0,0,0,60,41,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0
30,SEV-ATM,Julián Álvarez,19,ARG,FW,25,90,1,0,1,1,4,2,0,0,57,1,0,0,0.9,0.1,0.1,3,1,37,48,77.1,7,38,3,1,0,571,106,17,18,94.4,15,18,83.3,3,9,33.3,0.1,2,3,2,0,7,45,3,1,0,0,6,0,1,0,0,1,0,1,2,50.0,1,0,0,1,0,0,0,2,26,29,3,177,96,2,2,1,1,46,7,2,2,0,0,0,0,2,0,1,0.0
30,SEV-ATM,Antoine Griezmann,7,FRA,FW,34,55,0,0,0,0,1,0,0,0,38,0,0,0,0.0,0.0,0.0,1,0,18,30,60.0,2,22,0,1,0,261,40,13,15,86.7,3,9,33.3,2,4,50.0,0.0,1,0,1,0,2,25,5,1,0,0,4,0,3,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,3,16,19,2,86,21,0,0,2,0,25,2,0,1,0,0,0,0,2,0,0,0.0
30,SEV-ATM,Alexander Sørloth,9,NOR,FW,29,35,0,0,0,0,1,0,1,0,9,0,0,0,0.0,0.0,0.0,2,0,2,3,66.7,0,8,1,1,0,21,0,2,2,100.0,0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,4,2,29,10,0,1,3,2,8,2,1,0,0,0,0,0,0,0,3,0.0
30,SEV-ATM,Conor Gallagher,4,ENG,LM,25,77,0,0,0,0,1,0,0,0,47,2,1,0,0.1,0.1,0.2,3,2,28,34,82.4,3,25,2,4,1,412,110,13,16,81.3,13,15,86.7,0,1,0.0,0.0,2,4,0,0,3,34,0,0,0,0,0,0,0,2,2,0,0,1,1,100.0,0,0,0,3,0,0,2,7,26,17,7,102,51,3,2,1,0,32,6,0,3,0,1,0,0,5,1,1,50.0
30,SEV-ATM,Thomas Lemar,11,FRA,RM,29,13,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,2,8,0,1,0,117,44,2,2,100.0,5,6,83.3,0,0,0.0,0.0,0,0,1,0,2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,3,7,0,41,3,0,0,1,0,9,2,0,1,0,0,0,0,0,0,1,0.0
30,SEV-ATM,Pablo Barrios,8,ESP,CM,21,90,1,0,0,0,1,1,0,0,63,1,3,0,0.0,0.0,0.0,4,0,53,56,94.6,5,38,2,2,0,1051,376,23,24,95.8,21,22,95.5,8,9,88.9,0.0,1,9,1,0,5,55,1,1,0,1,0,0,0,1,0,1,0,1,4,25.0,3,0,0,4,0,0,0,8,47,9,0,204,82,2,0,2,2,52,1,1,2,0,0,0,0,4,1,1,50.0
30,SEV-ATM,Marcos Llorente,14,ESP,CM,30,90,0,1,0,0,0,0,0,0,82,5,0,1,0.0,0.0,0.0,1,1,63,68,92.6,4,42,0,2,1,1043,283,34,34,100.0,24,25,96.0,5,7,71.4,0.0,1,9,0,0,4,60,8,1,0,0,2,7,0,4,3,2,0,3,4,75.0,1,0,1,5,4,0,4,24,39,19,1,168,76,1,0,3,0,50,2,0,0,0,0,0,0,1,0,0,0.0
30,SEV-ATM,Giuliano Simeone,22,ARG,RM,22,67,0,0,0,0,1,1,1,0,38,1,0,0,0.0,0.0,0.0,1,0,19,27,70.4,1,28,2,6,1,265,80,14,19,73.7,4,5,80.0,1,3,33.3,0.0,0,3,0,0,1,27,0,0,0,0,2,0,0,0,0,0,1,1,2,50.0,1,0,0,1,1,0,1,5,18,15,7,162,69,1,2,0,3,32,4,2,3,0,0,0,0,3,2,0,100.0
30,SEV-ATM,Rodrigo Riquelme,17,ESP,LM,25,23,0,0,0,0,1,0,0,0,20,1,0,0,0.1,0.1,0.1,3,0,12,17,70.6,1,12,2,0,0,172,91,6,8,75.0,4,5,80.0,1,3,33.3,0.0,2,3,0,0,1,14,3,0,1,0,3,1,2,1,1,0,0,1,1,100.0,0,0,0,1,0,0,0,2,9,10,2,105,91,2,1,1,0,14,4,1,0,0,0,0,0,3,0,0,0.0
30,SEV-ATM,César Azpilicueta,3,ESP,LB,35,54,0,0,0,0,0,0,0,0,40,3,0,1,0.0,0.0,0.0,0,0,27,30,90.0,2,23,1,1,0,329,119,19,20,95.0,6,7,85.7,1,2,50.0,0.0,0,1,1,0,2,25,5,0,0,0,0,5,0,2,2,1,0,2,2,100.0,0,0,1,3,2,0,3,12,15,13,0,64,30,0,0,1,0,26,3,1,0,0,0,0,0,1,1,1,50.0
30,SEV-ATM,Koke,6,ESP,CM,33,36,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,2,0,38,42,90.5,5,21,0,1,0,681,266,16,16,100.0,17,19,89.5,4,6,66.7,0.0,0,5,1,0,5,38,4,4,0,0,0,0,0,0,1,0,0,1,3,33.3,2,0,0,1,0,0,1,18,26,2,0,63,32,0,0,0,0,28,1,0,0,0,0,0,0,7,0,1,0.0
30,SEV-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,1,0,1,0,85,2,2,0,0.0,0.0,0.0,0,0,59,73,80.8,3,48,1,0,0,1135,459,18,18,100.0,34,39,87.2,6,12,50.0,0.0,0,9,0,0,3,71,2,1,0,0,1,1,0,2,1,1,0,1,2,50.0,1,0,0,4,6,0,12,40,40,6,2,244,185,0,0,0,0,62,0,1,0,0,0,0,0,2,2,1,66.7
30,SEV-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,0,0,1,0,69,0,2,1,0.0,0.0,0.0,0,0,53,56,94.6,2,42,1,0,0,1037,318,11,12,91.7,37,37,100.0,5,7,71.4,0.0,0,1,0,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,2,8,0,15,45,23,1,0,125,58,1,0,0,0,49,0,2,0,0,0,0,0,2,8,4,66.7
30,SEV-ATM,Nahuel Molina,16,ARG,RB,27,45,0,0,0,0,1,0,0,0,48,1,0,0,0.0,0.0,0.0,1,0,39,43,90.7,1,31,1,0,0,639,170,19,19,100.0,18,19,94.7,2,4,50.0,0.0,0,1,0,0,1,38,5,1,0,0,2,4,0,0,0,1,0,1,3,33.3,2,0,0,1,2,0,1,14,20,14,1,117,58,2,0,1,0,36,3,1,0,0,0,0,0,3,0,1,0.0
30,SEV-ATM,Javi Galán,21,ESP,LB,30,45,0,0,0,0,0,0,0,0,33,1,0,0,0.0,0.0,0.0,2,0,26,29,89.7,4,17,3,0,0,374,133,15,15,100.0,9,11,81.8,1,2,50.0,0.0,0,2,2,1,4,24,5,1,0,0,2,4,0,0,0,1,0,0,0,0.0,0,0,0,1,2,0,0,10,12,11,1,110,83,2,0,0,0,20,3,0,2,0,0,0,0,3,0,0,0.0
30,SEV-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,20,24,83.3,0,13,0,0,0,473,316,6,6,100.0,11,11,100.0,3,7,42.9,0.0,0,0,0,0,0,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,26,26,0,0,0,50,31,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0
